RowIndex,Reason,OriginalLine
0,HeartRate out of range,Row 0 | Timestamp: 1710826325661 ms | PPG(Green=2097152, Red=2097152, Ir=2097152) | ACC(X=-0.399974375963211, Y=0.98915821313858, Z=9.76224899291992) | HR=0 bpm | IBI=0 ms | Participant=P03
580,IBI out of range,Row 580 | Timestamp: 1710826348885 ms | PPG(Green=2293776, Red=2293776, Ir=2293776) | ACC(X=2.36392045021057, Y=0.696961343288422, Z=5.84154224395752) | HR=78 bpm | IBI=0 ms | Participant=P03
581,IBI out of range,Row 581 | Timestamp: 1710826348925 ms | PPG(Green=2295396, Red=2295396, Ir=2295396) | ACC(X=2.19387149810791, Y=3.71473217010498, Z=5.53976488113403) | HR=79 bpm | IBI=0 ms | Participant=P03
582,IBI out of range,Row 582 | Timestamp: 1710826348965 ms | PPG(Green=2295005, Red=2295005, Ir=2295005) | ACC(X=3.57102870941162, Y=7.85338926315308, Z=5.76250505447388) | HR=79 bpm | IBI=0 ms | Participant=P03
583,IBI out of range,Row 583 | Timestamp: 1710826349005 ms | PPG(Green=2294763, Red=2294763, Ir=2294763) | ACC(X=5.57569074630737, Y=8.18390655517578, Z=4.47635984420776) | HR=80 bpm | IBI=0 ms | Participant=P03
584,IBI out of range,Row 584 | Timestamp: 1710826349045 ms | PPG(Green=2292832, Red=2292832, Ir=2292832) | ACC(X=4.03327465057373, Y=10.1502485275269, Z=2.87885761260986) | HR=81 bpm | IBI=0 ms | Participant=P03
585,IBI out of range,Row 585 | Timestamp: 1710826349085 ms | PPG(Green=2290604, Red=2290604, Ir=2290604) | ACC(X=2.36392045021057, Y=10.008939743042, Z=3.32194304466248) | HR=81 bpm | IBI=0 ms | Participant=P03
586,IBI out of range,Row 586 | Timestamp: 1710826349125 ms | PPG(Green=2288125, Red=2288125, Ir=2288125) | ACC(X=2.33996987342834, Y=11.5968618392944, Z=0.524517297744751) | HR=82 bpm | IBI=0 ms | Participant=P03
587,IBI out of range,Row 587 | Timestamp: 1710826349165 ms | PPG(Green=2287028, Red=2287028, Ir=2287028) | ACC(X=0.902936160564423, Y=13.2542409896851, Z=-1.49930512905121) | HR=83 bpm | IBI=0 ms | Participant=P03
588,IBI out of range,Row 588 | Timestamp: 1710826349205 ms | PPG(Green=2286542, Red=2286542, Ir=2286542) | ACC(X=-0.0071851685643196, Y=11.9752807617188, Z=-2.97705483436584) | HR=84 bpm | IBI=0 ms | Participant=P03
589,IBI out of range,Row 589 | Timestamp: 1710826349245 ms | PPG(Green=2285196, Red=2285196, Ir=2285196) | ACC(X=-0.205974832177162, Y=10.5598030090332, Z=-4.17218780517578) | HR=84 bpm | IBI=0 ms | Participant=P03
590,IBI out of range,Row 590 | Timestamp: 1710826349285 ms | PPG(Green=2286242, Red=2286242, Ir=2286242) | ACC(X=-0.864615261554718, Y=10.0017547607422, Z=-3.87280583381653) | HR=85 bpm | IBI=0 ms | Participant=P03
591,IBI out of range,Row 591 | Timestamp: 1710826349325 ms | PPG(Green=2289102, Red=2289102, Ir=2289102) | ACC(X=-1.25261437892914, Y=9.80775547027588, Z=-5.19727182388306) | HR=85 bpm | IBI=0 ms | Participant=P03
592,IBI out of range,Row 592 | Timestamp: 1710826349365 ms | PPG(Green=2289947, Red=2289947, Ir=2289947) | ACC(X=-1.60468769073486, Y=7.75998210906982, Z=-3.36984395980835) | HR=86 bpm | IBI=0 ms | Participant=P03
593,IBI out of range,Row 593 | Timestamp: 1710826349405 ms | PPG(Green=2289474, Red=2289474, Ir=2289474) | ACC(X=-1.28854024410248, Y=7.13008213043213, Z=-3.07764720916748) | HR=86 bpm | IBI=0 ms | Participant=P03
594,IBI out of range,Row 594 | Timestamp: 1710826349445 ms | PPG(Green=2288955, Red=2288955, Ir=2288955) | ACC(X=-1.17836761474609, Y=10.1550378799438, Z=-1.85616850852966) | HR=87 bpm | IBI=0 ms | Participant=P03
595,IBI out of range,Row 595 | Timestamp: 1710826349485 ms | PPG(Green=2289396, Red=2289396, Ir=2289396) | ACC(X=-0.677800893783569, Y=8.88086795806885, Z=-2.50043869018555) | HR=87 bpm | IBI=0 ms | Participant=P03
596,IBI out of range,Row 596 | Timestamp: 1710826349525 ms | PPG(Green=2289590, Red=2289590, Ir=2289590) | ACC(X=-0.950837314128876, Y=9.24731159210205, Z=-2.41182160377502) | HR=86 bpm | IBI=0 ms | Participant=P03
597,IBI out of range,Row 597 | Timestamp: 1710826349565 ms | PPG(Green=2289871, Red=2289871, Ir=2289871) | ACC(X=-0.96041750907898, Y=11.2088632583618, Z=-0.807133913040161) | HR=86 bpm | IBI=0 ms | Participant=P03
598,IBI out of range,Row 598 | Timestamp: 1710826349605 ms | PPG(Green=2291528, Red=2291528, Ir=2291528) | ACC(X=-1.51128041744232, Y=10.8184690475464, Z=-0.85024493932724) | HR=85 bpm | IBI=0 ms | Participant=P03
599,IBI out of range,Row 599 | Timestamp: 1710826349645 ms | PPG(Green=2292785, Red=2292785, Ir=2292785) | ACC(X=-1.52325570583344, Y=7.58993291854858, Z=-0.70654159784317) | HR=85 bpm | IBI=0 ms | Participant=P03
600,IBI out of range,Row 600 | Timestamp: 1710826349685 ms | PPG(Green=2293727, Red=2293727, Ir=2293727) | ACC(X=-1.39871287345886, Y=8.50244903564453, Z=0.675405859947205) | HR=84 bpm | IBI=0 ms | Participant=P03
601,IBI out of range,Row 601 | Timestamp: 1710826349725 ms | PPG(Green=2295113, Red=2295113, Ir=2295113) | ACC(X=-1.29812049865723, Y=7.99709272384644, Z=0.0694566294550895) | HR=86 bpm | IBI=0 ms | Participant=P03
602,IBI out of range,Row 602 | Timestamp: 1710826349765 ms | PPG(Green=2296890, Red=2296890, Ir=2296890) | ACC(X=-1.57115685939789, Y=8.60304164886475, Z=1.08735549449921) | HR=83 bpm | IBI=0 ms | Participant=P03
603,IBI out of range,Row 603 | Timestamp: 1710826349806 ms | PPG(Green=2298082, Red=2298082, Ir=2298082) | ACC(X=-1.12328135967255, Y=4.91465520858765, Z=1.50170028209686) | HR=82 bpm | IBI=0 ms | Participant=P03
604,IBI out of range,Row 604 | Timestamp: 1710826349845 ms | PPG(Green=2299670, Red=2299670, Ir=2299670) | ACC(X=-0.627504706382751, Y=12.8303155899048, Z=-0.0383208990097045) | HR=82 bpm | IBI=0 ms | Participant=P03
605,IBI out of range,Row 605 | Timestamp: 1710826349886 ms | PPG(Green=2301131, Red=2301131, Ir=2301131) | ACC(X=-0.385604053735733, Y=10.6053085327148, Z=0.972392797470093) | HR=82 bpm | IBI=0 ms | Participant=P03
606,IBI out of range,Row 606 | Timestamp: 1710826349926 ms | PPG(Green=2303949, Red=2303949, Ir=2303949) | ACC(X=-0.742467403411865, Y=10.6675806045532, Z=2.55073475837708) | HR=83 bpm | IBI=0 ms | Participant=P03
607,IBI out of range,Row 607 | Timestamp: 1710826349966 ms | PPG(Green=2305687, Red=2305687, Ir=2305687) | ACC(X=-0.035925842821598, Y=11.4004678726196, Z=2.64414215087891) | HR=83 bpm | IBI=0 ms | Participant=P03
608,IBI out of range,Row 608 | Timestamp: 1710826350007 ms | PPG(Green=2307857, Red=2307857, Ir=2307857) | ACC(X=-0.60115909576416, Y=9.53711414337158, Z=2.56510519981384) | HR=83 bpm | IBI=0 ms | Participant=P03
609,IBI out of range,Row 609 | Timestamp: 1710826350046 ms | PPG(Green=2308708, Red=2308708, Ir=2308708) | ACC(X=-0.31854248046875, Y=7.28815603256226, Z=1.89448940753937) | HR=83 bpm | IBI=0 ms | Participant=P03
610,IBI out of range,Row 610 | Timestamp: 1710826350086 ms | PPG(Green=2309036, Red=2309036, Ir=2309036) | ACC(X=-0.440690338611603, Y=11.9824657440186, Z=3.38900446891785) | HR=83 bpm | IBI=0 ms | Participant=P03
611,IBI out of range,Row 611 | Timestamp: 1710826350126 ms | PPG(Green=2311312, Red=2311312, Ir=2311312) | ACC(X=-1.18076264858246, Y=10.30113697052, Z=2.29206871986389) | HR=82 bpm | IBI=0 ms | Participant=P03
612,IBI out of range,Row 612 | Timestamp: 1710826350166 ms | PPG(Green=2314491, Red=2314491, Ir=2314491) | ACC(X=-0.895750999450684, Y=8.9287691116333, Z=2.83335137367249) | HR=82 bpm | IBI=0 ms | Participant=P03
613,IBI out of range,Row 613 | Timestamp: 1710826350207 ms | PPG(Green=2316892, Red=2316892, Ir=2316892) | ACC(X=-2.1627357006073, Y=7.72405624389648, Z=1.27656495571136) | HR=82 bpm | IBI=0 ms | Participant=P03
614,IBI out of range,Row 614 | Timestamp: 1710826350247 ms | PPG(Green=2320341, Red=2320341, Ir=2320341) | ACC(X=-3.22135066986084, Y=1.61666297912598, Z=0.342493027448654) | HR=82 bpm | IBI=0 ms | Participant=P03
615,IBI out of range,Row 615 | Timestamp: 1710826350286 ms | PPG(Green=2322830, Red=2322830, Ir=2322830) | ACC(X=1.26698470115662, Y=-0.246690779924393, Z=7.11092185974121) | HR=82 bpm | IBI=0 ms | Participant=P03
616,IBI out of range,Row 616 | Timestamp: 1710826350327 ms | PPG(Green=2324030, Red=2324030, Ir=2324030) | ACC(X=-0.591578900814056, Y=6.14092397689819, Z=8.99104118347168) | HR=82 bpm | IBI=0 ms | Participant=P03
617,IBI out of range,Row 617 | Timestamp: 1710826350367 ms | PPG(Green=2324672, Red=2324672, Ir=2324672) | ACC(X=1.53523099422455, Y=1.61187279224396, Z=11.3980722427368) | HR=82 bpm | IBI=0 ms | Participant=P03
618,IBI out of range,Row 618 | Timestamp: 1710826350407 ms | PPG(Green=2321697, Red=2321697, Ir=2321697) | ACC(X=1.47295951843262, Y=5.25714826583862, Z=9.70476722717285) | HR=83 bpm | IBI=0 ms | Participant=P03
619,IBI out of range,Row 619 | Timestamp: 1710826350447 ms | PPG(Green=2320406, Red=2320406, Ir=2320406) | ACC(X=0.641875028610229, Y=4.79969263076782, Z=7.42467403411865) | HR=83 bpm | IBI=0 ms | Participant=P03
620,IBI out of range,Row 620 | Timestamp: 1710826350487 ms | PPG(Green=2317835, Red=2317835, Ir=2317835) | ACC(X=-0.411949664354324, Y=7.44143962860107, Z=3.86322569847107) | HR=83 bpm | IBI=0 ms | Participant=P03
621,IBI out of range,Row 621 | Timestamp: 1710826350527 ms | PPG(Green=2316669, Red=2316669, Ir=2316669) | ACC(X=-0.615529417991638, Y=12.0351572036743, Z=3.822509765625) | HR=84 bpm | IBI=0 ms | Participant=P03
622,IBI out of range,Row 622 | Timestamp: 1710826350567 ms | PPG(Green=2316818, Red=2316818, Ir=2316818) | ACC(X=-0.871800422668457, Y=9.2808427810669, Z=1.97352623939514) | HR=84 bpm | IBI=0 ms | Participant=P03
623,IBI out of range,Row 623 | Timestamp: 1710826350608 ms | PPG(Green=2318246, Red=2318246, Ir=2318246) | ACC(X=0.258666068315506, Y=14.5978670120239, Z=2.81419110298157) | HR=84 bpm | IBI=0 ms | Participant=P03
624,IBI out of range,Row 624 | Timestamp: 1710826350647 ms | PPG(Green=2321781, Red=2321781, Ir=2321781) | ACC(X=-0.0119752809405326, Y=12.7536745071411, Z=-0.067061573266983) | HR=84 bpm | IBI=0 ms | Participant=P03
625,IBI out of range,Row 625 | Timestamp: 1710826350687 ms | PPG(Green=2326000, Red=2326000, Ir=2326000) | ACC(X=-0.63468986749649, Y=11.422022819519, Z=-2.08369898796082) | HR=84 bpm | IBI=0 ms | Participant=P03
626,IBI out of range,Row 626 | Timestamp: 1710826350728 ms | PPG(Green=2328978, Red=2328978, Ir=2328978) | ACC(X=-0.70654159784317, Y=11.251974105835, Z=-2.6393518447876) | HR=84 bpm | IBI=0 ms | Participant=P03
627,IBI out of range,Row 627 | Timestamp: 1710826350768 ms | PPG(Green=2331468, Red=2331468, Ir=2331468) | ACC(X=-0.876590549945831, Y=11.4962692260742, Z=-1.53523099422455) | HR=84 bpm | IBI=0 ms | Participant=P03
628,IBI out of range,Row 628 | Timestamp: 1710826350809 ms | PPG(Green=2333633, Red=2333633, Ir=2333633) | ACC(X=0.335307866334915, Y=9.86044597625732, Z=-1.37955236434937) | HR=84 bpm | IBI=0 ms | Participant=P03
629,IBI out of range,Row 629 | Timestamp: 1710826350848 ms | PPG(Green=2334665, Red=2334665, Ir=2334665) | ACC(X=1.22866380214691, Y=11.8004417419434, Z=0.735282242298126) | HR=84 bpm | IBI=0 ms | Participant=P03
630,IBI out of range,Row 630 | Timestamp: 1710826350888 ms | PPG(Green=2337856, Red=2337856, Ir=2337856) | ACC(X=1.89688444137573, Y=11.2184429168701, Z=4.08357095718384) | HR=83 bpm | IBI=0 ms | Participant=P03
631,IBI out of range,Row 631 | Timestamp: 1710826350928 ms | PPG(Green=2340192, Red=2340192, Ir=2340192) | ACC(X=1.67653930187225, Y=5.77687549591064, Z=5.43438243865967) | HR=83 bpm | IBI=0 ms | Participant=P03
632,IBI out of range,Row 632 | Timestamp: 1710826350968 ms | PPG(Green=2342583, Red=2342583, Ir=2342583) | ACC(X=2.11243963241577, Y=10.1286926269531, Z=3.69317674636841) | HR=83 bpm | IBI=0 ms | Participant=P03
633,IBI out of range,Row 633 | Timestamp: 1710826351009 ms | PPG(Green=2340395, Red=2340395, Ir=2340395) | ACC(X=1.65019369125366, Y=13.754807472229, Z=2.47169804573059) | HR=82 bpm | IBI=0 ms | Participant=P03
634,IBI out of range,Row 634 | Timestamp: 1710826351048 ms | PPG(Green=2334747, Red=2334747, Ir=2334747) | ACC(X=-0.802343845367432, Y=12.3872308731079, Z=-3.52073264122009) | HR=82 bpm | IBI=0 ms | Participant=P03
635,IBI out of range,Row 635 | Timestamp: 1710826351089 ms | PPG(Green=2330399, Red=2330399, Ir=2330399) | ACC(X=-2.72317886352539, Y=10.9980983734131, Z=-6.77321910858154) | HR=82 bpm | IBI=0 ms | Participant=P03
636,IBI out of range,Row 636 | Timestamp: 1710826351129 ms | PPG(Green=2328270, Red=2328270, Ir=2328270) | ACC(X=-2.51480889320374, Y=12.0423421859741, Z=-6.16726970672607) | HR=82 bpm | IBI=0 ms | Participant=P03
637,IBI out of range,Row 637 | Timestamp: 1710826351169 ms | PPG(Green=2328269, Red=2328269, Ir=2328269) | ACC(X=-1.57594692707062, Y=9.00062084197998, Z=-4.34942197799683) | HR=82 bpm | IBI=0 ms | Participant=P03
638,IBI out of range,Row 638 | Timestamp: 1710826351210 ms | PPG(Green=2323521, Red=2323521, Ir=2323521) | ACC(X=0.596368968486786, Y=5.83675193786621, Z=-2.64653706550598) | HR=82 bpm | IBI=0 ms | Participant=P03
639,IBI out of range,Row 639 | Timestamp: 1710826351249 ms | PPG(Green=2313713, Red=2313713, Ir=2313713) | ACC(X=0.692171216011047, Y=6.74926853179932, Z=-0.610739350318909) | HR=82 bpm | IBI=0 ms | Participant=P03
640,IBI out of range,Row 640 | Timestamp: 1710826351289 ms | PPG(Green=2303483, Red=2303483, Ir=2303483) | ACC(X=0.840664744377136, Y=7.67136478424072, Z=-1.40589797496796) | HR=82 bpm | IBI=0 ms | Participant=P03
641,IBI out of range,Row 641 | Timestamp: 1710826351329 ms | PPG(Green=2307776, Red=2307776, Ir=2307776) | ACC(X=1.44661390781403, Y=10.2125196456909, Z=-1.61187279224396) | HR=83 bpm | IBI=0 ms | Participant=P03
642,IBI out of range,Row 642 | Timestamp: 1710826351369 ms | PPG(Green=2320018, Red=2320018, Ir=2320018) | ACC(X=1.1520220041275, Y=12.7297239303589, Z=-1.26219463348389) | HR=83 bpm | IBI=0 ms | Participant=P03
643,IBI out of range,Row 643 | Timestamp: 1710826351410 ms | PPG(Green=2333992, Red=2333992, Ir=2333992) | ACC(X=0.459850788116455, Y=7.61388349533081, Z=-3.03932619094849) | HR=83 bpm | IBI=0 ms | Participant=P03
644,IBI out of range,Row 644 | Timestamp: 1710826351450 ms | PPG(Green=2342123, Red=2342123, Ir=2342123) | ACC(X=0.0071851685643196, Y=11.7166147232056, Z=-3.98058342933655) | HR=83 bpm | IBI=0 ms | Participant=P03
645,IBI out of range,Row 645 | Timestamp: 1710826351490 ms | PPG(Green=2347359, Red=2347359, Ir=2347359) | ACC(X=-0.543677747249603, Y=10.1861743927002, Z=-4.89549493789673) | HR=83 bpm | IBI=0 ms | Participant=P03
646,IBI out of range,Row 646 | Timestamp: 1710826351530 ms | PPG(Green=2350827, Red=2350827, Ir=2350827) | ACC(X=-0.447875499725342, Y=13.4482402801514, Z=-4.28236055374146) | HR=83 bpm | IBI=0 ms | Participant=P03
647,IBI out of range,Row 647 | Timestamp: 1710826351570 ms | PPG(Green=2352773, Red=2352773, Ir=2352773) | ACC(X=-1.32446610927582, Y=6.3277382850647, Z=-7.2785758972168) | HR=83 bpm | IBI=0 ms | Participant=P03
648,IBI out of range,Row 648 | Timestamp: 1710826351611 ms | PPG(Green=2354620, Red=2354620, Ir=2354620) | ACC(X=-2.09327912330627, Y=5.87267780303955, Z=-7.22827959060669) | HR=83 bpm | IBI=0 ms | Participant=P03
649,IBI out of range,Row 649 | Timestamp: 1710826351650 ms | PPG(Green=2356447, Red=2356447, Ir=2356447) | ACC(X=-3.04890656471252, Y=6.44749116897583, Z=-7.48934078216553) | HR=83 bpm | IBI=0 ms | Participant=P03
650,IBI out of range,Row 650 | Timestamp: 1710826351690 ms | PPG(Green=2358206, Red=2358206, Ir=2358206) | ACC(X=-3.57102870941162, Y=5.46072816848755, Z=-7.12529230117798) | HR=84 bpm | IBI=0 ms | Participant=P03
651,IBI out of range,Row 651 | Timestamp: 1710826351730 ms | PPG(Green=2359767, Red=2359767, Ir=2359767) | ACC(X=-3.31236267089844, Y=6.85704565048218, Z=-5.96368980407715) | HR=84 bpm | IBI=0 ms | Participant=P03
652,IBI out of range,Row 652 | Timestamp: 1710826351770 ms | PPG(Green=2360696, Red=2360696, Ir=2360696) | ACC(X=-3.35547375679016, Y=8.08331489562988, Z=-5.88225793838501) | HR=84 bpm | IBI=0 ms | Participant=P03
653,IBI out of range,Row 653 | Timestamp: 1710826351812 ms | PPG(Green=2361085, Red=2361085, Ir=2361085) | ACC(X=-3.28122687339783, Y=7.90129041671753, Z=-6.22714614868164) | HR=84 bpm | IBI=0 ms | Participant=P03
654,IBI out of range,Row 654 | Timestamp: 1710826351851 ms | PPG(Green=2360731, Red=2360731, Ir=2360731) | ACC(X=-4.16979265213013, Y=7.2857608795166, Z=-7.39353847503662) | HR=84 bpm | IBI=0 ms | Participant=P03
655,IBI out of range,Row 655 | Timestamp: 1710826351891 ms | PPG(Green=2360387, Red=2360387, Ir=2360387) | ACC(X=-4.15781736373901, Y=7.64022922515869, Z=-6.39240503311157) | HR=84 bpm | IBI=0 ms | Participant=P03
656,IBI out of range,Row 656 | Timestamp: 1710826351931 ms | PPG(Green=2359137, Red=2359137, Ir=2359137) | ACC(X=-4.38774299621582, Y=5.06314897537231, Z=-6.38282489776611) | HR=84 bpm | IBI=0 ms | Participant=P03
657,IBI out of range,Row 657 | Timestamp: 1710826351971 ms | PPG(Green=2356492, Red=2356492, Ir=2356492) | ACC(X=-4.9625563621521, Y=2.04298281669617, Z=-6.99595928192139) | HR=85 bpm | IBI=0 ms | Participant=P03
658,IBI out of range,Row 658 | Timestamp: 1710826352012 ms | PPG(Green=2351014, Red=2351014, Ir=2351014) | ACC(X=-2.91717839241028, Y=5.61640691757202, Z=-7.46059989929199) | HR=87 bpm | IBI=0 ms | Participant=P03
659,IBI out of range,Row 659 | Timestamp: 1710826352051 ms | PPG(Green=2345796, Red=2345796, Ir=2345796) | ACC(X=-4.76616191864014, Y=12.8782167434692, Z=-6.98637866973877) | HR=88 bpm | IBI=0 ms | Participant=P03
660,IBI out of range,Row 660 | Timestamp: 1710826352091 ms | PPG(Green=2342443, Red=2342443, Ir=2342443) | ACC(X=-3.93028712272644, Y=10.2340755462646, Z=-4.8715443611145) | HR=88 bpm | IBI=0 ms | Participant=P03
661,IBI out of range,Row 661 | Timestamp: 1710826352132 ms | PPG(Green=2340076, Red=2340076, Ir=2340076) | ACC(X=-3.69796681404114, Y=9.29760837554932, Z=-3.36265897750854) | HR=89 bpm | IBI=0 ms | Participant=P03
662,IBI out of range,Row 662 | Timestamp: 1710826352172 ms | PPG(Green=2338121, Red=2338121, Ir=2338121) | ACC(X=-4.33744668960571, Y=8.3707218170166, Z=-3.19021487236023) | HR=90 bpm | IBI=0 ms | Participant=P03
663,IBI out of range,Row 663 | Timestamp: 1710826352212 ms | PPG(Green=2336915, Red=2336915, Ir=2336915) | ACC(X=-4.51468086242676, Y=6.48341703414917, Z=-3.92789220809936) | HR=91 bpm | IBI=0 ms | Participant=P03
664,IBI out of range,Row 664 | Timestamp: 1710826352252 ms | PPG(Green=2335321, Red=2335321, Ir=2335321) | ACC(X=-5.88944339752197, Y=6.30378770828247, Z=-4.1386570930481) | HR=91 bpm | IBI=0 ms | Participant=P03
665,IBI out of range,Row 665 | Timestamp: 1710826352292 ms | PPG(Green=2333468, Red=2333468, Ir=2333468) | ACC(X=-7.07739114761353, Y=4.22966909408569, Z=-4.1003360748291) | HR=91 bpm | IBI=0 ms | Participant=P03
666,IBI out of range,Row 666 | Timestamp: 1710826352332 ms | PPG(Green=2331606, Red=2331606, Ir=2331606) | ACC(X=-8.44257259368896, Y=2.49804353713989, Z=-3.98058342933655) | HR=92 bpm | IBI=0 ms | Participant=P03
667,IBI out of range,Row 667 | Timestamp: 1710826352372 ms | PPG(Green=2329968, Red=2329968, Ir=2329968) | ACC(X=-8.71800422668457, Y=3.8680157661438, Z=-3.15189385414124) | HR=92 bpm | IBI=0 ms | Participant=P03
668,IBI out of range,Row 668 | Timestamp: 1710826352413 ms | PPG(Green=2328476, Red=2328476, Ir=2328476) | ACC(X=-7.95637655258179, Y=5.49186372756958, Z=-1.70288491249084) | HR=92 bpm | IBI=0 ms | Participant=P03
669,IBI out of range,Row 669 | Timestamp: 1710826352453 ms | PPG(Green=2327406, Red=2327406, Ir=2327406) | ACC(X=-6.97200870513916, Y=7.37198305130005, Z=-2.28967380523682) | HR=91 bpm | IBI=0 ms | Participant=P03
670,IBI out of range,Row 670 | Timestamp: 1710826352493 ms | PPG(Green=2326550, Red=2326550, Ir=2326550) | ACC(X=-6.31097316741943, Y=7.99469757080078, Z=-1.47056448459625) | HR=90 bpm | IBI=0 ms | Participant=P03
671,IBI out of range,Row 671 | Timestamp: 1710826352533 ms | PPG(Green=2326015, Red=2326015, Ir=2326015) | ACC(X=-6.47862720489502, Y=8.54795551300049, Z=-2.29685878753662) | HR=90 bpm | IBI=0 ms | Participant=P03
672,IBI out of range,Row 672 | Timestamp: 1710826352573 ms | PPG(Green=2325969, Red=2325969, Ir=2325969) | ACC(X=-5.95650482177734, Y=7.61388349533081, Z=-1.60468769073486) | HR=89 bpm | IBI=0 ms | Participant=P03
673,IBI out of range,Row 673 | Timestamp: 1710826352614 ms | PPG(Green=2325103, Red=2325103, Ir=2325103) | ACC(X=-5.72657918930054, Y=7.85578441619873, Z=0.651455283164978) | HR=87 bpm | IBI=0 ms | Participant=P03
674,IBI out of range,Row 674 | Timestamp: 1710826352653 ms | PPG(Green=2321051, Red=2321051, Ir=2321051) | ACC(X=-5.67628335952759, Y=6.29420757293701, Z=-0.725702047348022) | HR=84 bpm | IBI=0 ms | Participant=P03
675,IBI out of range,Row 675 | Timestamp: 1710826352693 ms | PPG(Green=2316431, Red=2316431, Ir=2316431) | ACC(X=-4.86196422576904, Y=5.33379030227661, Z=0.289801806211472) | HR=82 bpm | IBI=0 ms | Participant=P03
676,IBI out of range,Row 676 | Timestamp: 1710826352733 ms | PPG(Green=2312640, Red=2312640, Ir=2312640) | ACC(X=-5.59724617004395, Y=8.08570957183838, Z=0.723306953907013) | HR=80 bpm | IBI=0 ms | Participant=P03
